,Case,BL_Speed,RD_Speed,rad,BL_Hdg,RD_Hdg,BL_Alt,RD_Alt,maxRange,minErrorTry,RMax,RNez
472,472,654,708,-17,0,-58,12940,13577,8.61328125,8.7890625,15.46875,8.61328125
473,473,535,590,9,0,-177,4795,3628,5.2734375,5.44921875,29.00390625,5.2734375
474,474,637,454,4,0,51,13062,11968,13.18359375,13.359375,18.10546875,13.18359375
475,475,488,724,38,0,3,6960,6397,-1.0,0.703125,-1.0,-1.0
476,476,667,584,45,0,53,1427,2313,-1.0,0.703125,3.8671875,-1.0
477,477,539,697,-9,0,64,6248,7475,3.1640625,3.33984375,11.07421875,3.1640625
478,478,747,567,2,0,77,2357,3799,3.69140625,3.8671875,10.1953125,3.69140625
479,479,643,453,-41,0,-99,4070,3615,4.21875,4.39453125,9.84375,4.21875
480,480,742,585,-58,0,173,12054,12765,13.88671875,14.0625,28.125,13.88671875
481,481,563,619,-6,0,-98,10551,9824,6.50390625,6.6796875,23.203125,6.50390625
482,482,478,475,-44,0,-169,7045,6958,5.44921875,5.625,22.5,5.44921875
483,483,454,616,6,0,56,5856,5832,2.4609375,2.63671875,6.85546875,2.4609375
484,484,506,518,23,0,-36,12615,12713,9.4921875,9.66796875,14.765625,9.4921875
485,485,649,702,28,0,-98,12485,11726,8.96484375,9.140625,30.76171875,8.96484375
486,486,507,590,6,0,67,11495,12774,7.55859375,7.734375,16.171875,7.55859375
487,487,568,514,36,0,35,6881,6355,4.5703125,4.74609375,6.6796875,4.5703125
488,488,460,503,7,0,-85,5372,4185,3.515625,3.69140625,14.94140625,3.515625
489,489,573,720,58,0,153,2882,3318,3.1640625,3.33984375,11.77734375,3.1640625
490,490,727,481,-17,0,60,11062,9710,10.01953125,10.1953125,20.0390625,10.01953125
491,491,698,665,-36,0,-178,4885,4152,5.625,5.80078125,28.30078125,5.625
492,492,588,710,49,0,65,6123,6642,3.69140625,3.8671875,5.625,3.69140625
493,493,565,665,-32,0,-139,3623,4582,4.04296875,4.21875,19.3359375,4.04296875
494,494,545,747,47,0,123,9629,10067,4.74609375,4.921875,17.578125,4.74609375
495,495,534,655,-55,0,-180,1532,2782,2.98828125,3.1640625,18.45703125,2.98828125
496,496,652,590,-49,0,-46,2670,4178,-1.0,0.703125,-1.0,-1.0
497,497,720,727,48,0,172,5763,5064,5.2734375,5.44921875,26.3671875,5.2734375
498,498,532,712,-38,0,98,9727,10414,5.9765625,6.15234375,27.421875,5.9765625
499,499,652,703,1,0,160,4200,4273,5.44921875,5.625,31.11328125,5.44921875
500,500,622,452,-43,0,-51,4287,4285,4.21875,4.39453125,6.6796875,4.21875
501,501,588,525,-39,0,-140,8958,7878,6.6796875,6.85546875,21.796875,6.6796875
502,502,482,740,-1,0,-174,6384,6579,5.80078125,5.9765625,32.87109375,5.80078125
503,503,657,744,37,0,-95,6822,7469,4.74609375,4.921875,26.3671875,4.74609375
504,504,472,608,-29,0,-159,4064,4207,3.8671875,4.04296875,22.67578125,3.8671875
505,505,710,461,11,0,-121,8073,7400,8.0859375,8.26171875,27.7734375,8.0859375
506,506,706,555,-18,0,113,6228,6028,5.9765625,6.15234375,26.19140625,5.9765625
507,507,563,616,5,0,-135,13065,14110,13.53515625,13.7109375,32.87109375,13.53515625
508,508,507,675,-53,0,-44,13401,12962,8.0859375,8.26171875,8.61328125,8.0859375
509,509,636,730,16,0,-71,7441,8905,4.39453125,4.5703125,16.69921875,4.39453125
510,510,625,481,-50,0,-104,2730,2730,3.515625,3.69140625,7.734375,3.515625
511,511,725,540,4,0,0,2699,2855,2.98828125,3.1640625,4.39453125,2.98828125
512,512,554,478,-33,0,-26,11417,10142,8.4375,8.61328125,10.8984375,8.4375
513,513,690,662,37,0,-93,2600,1249,2.98828125,3.1640625,21.796875,2.98828125
514,514,555,535,36,0,-115,4152,5420,4.04296875,4.21875,23.73046875,4.04296875
515,515,732,723,32,0,137,5985,4917,5.2734375,5.44921875,23.37890625,5.2734375
516,516,670,599,-27,0,4,13103,12111,10.1953125,10.37109375,12.12890625,10.1953125
517,517,688,620,21,0,171,2058,2294,4.921875,5.09765625,26.015625,4.921875
518,518,730,585,-31,0,38,10430,11754,8.96484375,9.140625,15.64453125,8.96484375
519,519,745,722,11,0,-57,10701,9887,6.328125,6.50390625,16.69921875,6.328125
520,520,627,608,-44,0,38,9955,8979,6.15234375,6.328125,14.23828125,6.15234375
521,521,470,687,15,0,66,8432,8394,3.1640625,3.33984375,9.4921875,3.1640625
522,522,636,615,29,0,-20,5886,7306,-1.0,0.703125,6.328125,-1.0
523,523,461,580,-19,0,38,7208,6494,3.1640625,3.33984375,7.91015625,3.1640625
524,524,699,549,32,0,126,11120,12404,11.77734375,11.953125,25.48828125,11.77734375
525,525,468,546,-24,0,-67,7761,6673,3.8671875,4.04296875,8.96484375,3.8671875
526,526,487,734,22,0,28,5598,6393,-1.0,0.703125,2.98828125,-1.0
527,527,742,623,57,0,145,13005,14118,12.65625,12.83203125,25.6640625,12.65625
528,528,644,452,-43,0,146,825,1999,4.5703125,4.74609375,21.62109375,4.5703125
529,529,670,522,48,0,-130,6339,5105,4.921875,5.09765625,26.89453125,4.921875
530,530,541,548,54,0,-119,3946,2755,2.98828125,3.1640625,24.08203125,2.98828125
531,531,470,693,17,0,-164,10303,10685,8.0859375,8.26171875,34.1015625,8.0859375
532,532,723,692,30,0,74,7825,8706,5.09765625,5.2734375,11.25,5.09765625
533,533,696,595,3,0,-158,12731,11837,14.58984375,14.765625,37.79296875,14.58984375
534,534,722,725,-50,0,108,11394,10673,7.20703125,7.3828125,32.6953125,7.20703125
535,535,599,464,-59,0,158,7184,6062,5.9765625,6.15234375,23.37890625,5.9765625
536,536,564,732,29,0,-165,12742,12067,9.31640625,9.4921875,36.38671875,9.31640625
537,537,500,700,32,0,-103,822,1114,2.4609375,2.63671875,20.91796875,2.4609375
538,538,605,603,54,0,88,8313,7934,5.2734375,5.44921875,9.84375,5.2734375
539,539,602,665,42,0,-43,3993,3227,2.8125,2.98828125,8.96484375,2.8125
540,540,490,658,-27,0,115,5353,4180,3.69140625,3.8671875,25.48828125,3.69140625
541,541,501,679,10,0,-172,12132,10714,8.96484375,9.140625,36.38671875,8.96484375
542,542,568,723,-5,0,-155,3675,3456,4.5703125,4.74609375,28.828125,4.5703125
543,543,473,731,48,0,99,12591,11524,5.625,5.80078125,14.23828125,5.625
544,544,473,587,12,0,-97,9037,10133,5.80078125,5.9765625,22.5,5.80078125
545,545,632,559,37,0,132,5184,4810,4.74609375,4.921875,16.34765625,4.74609375
546,546,522,711,58,0,-78,12155,11323,6.85546875,7.03125,24.609375,6.85546875
547,547,518,616,-14,0,-106,8658,9553,5.44921875,5.625,21.09375,5.44921875
548,548,470,582,46,0,45,12622,13131,8.4375,8.61328125,9.66796875,8.4375
549,549,544,646,9,0,-130,2486,3067,3.8671875,4.04296875,23.90625,3.8671875
550,550,478,483,18,0,-27,7953,9136,-1.0,0.703125,9.140625,-1.0
551,551,558,588,-5,0,-128,7459,6262,5.44921875,5.625,25.83984375,5.44921875
552,552,494,586,-22,0,-50,5335,6344,2.8125,2.98828125,5.625,2.8125
553,553,731,694,6,0,33,8340,7917,4.39453125,4.5703125,7.55859375,4.39453125
554,554,665,544,1,0,143,2563,3800,4.921875,5.09765625,24.2578125,4.921875
555,555,662,569,16,0,13,8247,9291,5.625,5.80078125,7.55859375,5.625
556,556,605,661,7,0,167,3749,3992,5.2734375,5.44921875,29.35546875,5.2734375
557,557,637,713,-1,0,130,12554,13792,12.48046875,12.65625,34.1015625,12.48046875
558,558,703,459,2,0,25,9512,8936,8.4375,8.61328125,12.3046875,8.4375
559,559,624,564,-36,0,40,12250,13378,10.1953125,10.37109375,16.69921875,10.1953125
560,560,582,597,53,0,177,10044,9786,6.85546875,7.03125,26.3671875,6.85546875
561,561,535,705,-34,0,43,5990,5803,2.8125,2.98828125,8.96484375,2.8125
562,562,513,503,47,0,-72,13433,13927,9.66796875,9.84375,21.97265625,9.66796875
563,563,527,672,-57,0,71,11284,10745,6.6796875,6.85546875,22.32421875,6.6796875
564,564,557,721,28,0,-4,13642,12808,7.20703125,7.3828125,8.4375,7.20703125
565,565,531,550,42,0,-109,661,1765,2.63671875,2.8125,21.09375,2.63671875
566,566,534,743,-2,0,95,2316,2300,2.8125,2.98828125,12.83203125,2.8125
567,567,733,558,-23,0,61,7975,8681,6.50390625,6.6796875,17.40234375,6.50390625
568,568,740,708,57,0,81,4505,4160,3.69140625,3.8671875,5.625,3.69140625
569,569,609,500,-29,0,-49,7505,7578,5.44921875,5.625,8.96484375,5.44921875
570,570,479,746,22,0,135,8868,7604,4.74609375,4.921875,26.19140625,4.74609375
571,571,658,523,53,0,24,5979,4575,-1.0,0.703125,6.328125,-1.0
572,572,625,542,47,0,-130,5837,5640,4.5703125,4.74609375,26.3671875,4.5703125
573,573,475,526,10,0,34,4542,3866,-1.0,0.703125,4.74609375,-1.0
574,574,598,514,16,0,-62,10247,10039,7.55859375,7.734375,17.75390625,7.55859375
575,575,490,492,-34,0,128,8432,7056,5.80078125,5.9765625,26.89453125,5.80078125
576,576,655,625,-23,0,63,3464,3799,3.1640625,3.33984375,11.25,3.1640625
577,577,648,674,-8,0,131,12618,13832,13.18359375,13.359375,34.62890625,13.18359375
578,578,742,666,-36,0,128,11838,13265,12.12890625,12.3046875,34.98046875,12.12890625
579,579,549,574,-41,0,-61,7186,6432,4.21875,4.39453125,7.03125,4.21875
580,580,653,664,39,0,121,11598,10931,7.91015625,8.0859375,22.5,7.91015625
581,581,691,542,-18,0,159,10788,9606,10.72265625,10.8984375,35.15625,10.72265625
582,582,635,621,-49,0,-177,2439,3626,4.39453125,4.5703125,21.09375,4.39453125
583,583,740,705,-52,0,-159,13079,11943,9.4921875,9.66796875,29.8828125,9.4921875
584,584,476,732,-39,0,-133,7841,7689,3.8671875,4.04296875,18.6328125,3.8671875
585,585,634,651,-11,0,-155,7731,8402,7.03125,7.20703125,31.81640625,7.03125
586,586,574,460,-36,0,-159,2121,2893,4.04296875,4.21875,18.10546875,4.04296875
587,587,719,742,-34,0,-12,7092,7257,4.04296875,4.21875,4.39453125,4.04296875
588,588,600,629,-42,0,86,2563,2677,2.98828125,3.1640625,19.6875,2.98828125
589,589,730,710,-29,0,65,5235,3942,3.69140625,3.8671875,15.1171875,3.69140625
590,590,642,606,-19,0,-47,3883,3708,2.8125,2.98828125,5.09765625,2.8125
591,591,492,517,-1,0,-17,7159,8347,-1.0,0.703125,6.15234375,-1.0
592,592,600,665,13,0,149,13306,12962,12.65625,12.83203125,34.27734375,12.65625
593,593,712,637,50,0,169,6478,6589,5.80078125,5.9765625,25.13671875,5.80078125
594,594,475,609,34,0,57,6743,7877,-1.0,0.703125,6.328125,-1.0
595,595,551,507,32,0,-105,1786,2889,3.33984375,3.515625,20.21484375,3.33984375
596,596,515,497,54,0,133,10208,10857,7.91015625,8.0859375,18.45703125,7.91015625
597,597,686,497,53,0,-177,3014,3700,4.921875,5.09765625,20.390625,4.921875
598,598,694,589,-26,0,-91,9422,8493,6.6796875,6.85546875,16.875,6.6796875
599,599,637,493,-11,0,47,2671,4186,3.1640625,3.33984375,7.734375,3.1640625
600,600,482,648,31,0,-143,7347,8017,5.2734375,5.44921875,29.8828125,5.2734375
601,601,741,616,-6,0,-112,11242,11955,12.12890625,12.3046875,29.70703125,12.12890625
602,602,671,660,30,0,-153,9128,7742,8.26171875,8.4375,34.98046875,8.26171875
603,603,456,566,-38,0,89,6433,5762,3.8671875,4.04296875,20.7421875,3.8671875
604,604,497,711,46,0,145,12877,13567,7.734375,7.91015625,25.6640625,7.734375
605,605,572,503,-44,0,-155,9368,10166,8.26171875,8.4375,24.08203125,8.26171875
606,606,603,612,-47,0,-112,3753,4664,3.515625,3.69140625,8.96484375,3.515625
607,607,643,617,-45,0,78,3750,4644,3.515625,3.69140625,18.984375,3.515625
608,608,615,716,-45,0,124,729,1238,2.63671875,2.8125,26.54296875,2.63671875
609,609,515,646,-34,0,-22,3067,2187,-1.0,0.703125,-1.0,-1.0
610,610,737,558,-37,0,160,4022,2555,5.80078125,5.9765625,27.24609375,5.80078125
611,611,622,620,-34,0,-35,6861,7175,4.21875,4.39453125,5.80078125,4.21875
612,612,707,589,-36,0,156,5650,4362,6.50390625,6.6796875,29.70703125,6.50390625
613,613,513,528,53,0,-78,13084,13503,8.61328125,8.7890625,22.67578125,8.61328125
614,614,629,516,-22,0,-112,11966,11228,10.8984375,11.07421875,24.2578125,10.8984375
615,615,672,527,12,0,32,6076,5747,4.39453125,4.5703125,7.20703125,4.39453125
616,616,495,699,54,0,85,7644,6808,3.515625,3.69140625,6.6796875,3.515625
617,617,719,505,-26,0,-67,12756,12647,13.18359375,13.359375,18.45703125,13.18359375
618,618,546,746,-45,0,99,9295,8074,4.74609375,4.921875,28.4765625,4.74609375
619,619,535,598,52,0,-165,5323,6600,4.921875,5.09765625,24.43359375,4.921875
620,620,654,641,-45,0,-171,6542,7177,5.80078125,5.9765625,26.3671875,5.80078125
621,621,710,677,44,0,-13,13117,12338,9.66796875,9.84375,12.3046875,9.66796875
622,622,464,468,-42,0,28,3988,2815,2.8125,2.98828125,8.0859375,2.8125
623,623,722,679,-6,0,140,2999,3825,5.09765625,5.2734375,28.125,5.09765625
624,624,592,600,18,0,-179,7850,6413,6.85546875,7.03125,31.9921875,6.85546875
625,625,697,584,-58,0,-8,4726,4695,4.04296875,4.21875,5.625,4.04296875
626,626,582,497,-17,0,-110,9574,8812,7.55859375,7.734375,21.26953125,7.55859375
627,627,497,553,6,0,152,3910,3545,4.39453125,4.5703125,24.609375,4.39453125
628,628,612,635,-59,0,-22,2181,3703,-1.0,0.703125,-1.0,-1.0
629,629,583,452,35,0,-63,13179,12825,11.953125,12.12890625,21.796875,11.953125
630,630,573,487,20,0,-63,8962,8345,6.328125,6.50390625,16.875,6.328125
631,631,704,671,-35,0,26,12159,11945,8.7890625,8.96484375,13.7109375,8.7890625
632,632,691,557,-21,0,-147,2927,2041,4.74609375,4.921875,22.1484375,4.74609375
633,633,576,503,49,0,58,9390,10265,7.3828125,7.55859375,10.01953125,7.3828125
634,634,578,580,-31,0,2,11001,9963,6.6796875,6.85546875,8.96484375,6.6796875
635,635,683,729,-36,0,-21,9159,8466,4.921875,5.09765625,5.625,4.921875
636,636,605,463,50,0,-151,3577,2605,4.74609375,4.921875,22.1484375,4.74609375
637,637,686,654,26,0,144,6244,5182,5.625,5.80078125,25.83984375,5.625
638,638,663,597,38,0,31,11912,12985,10.01953125,10.1953125,10.8984375,10.01953125
639,639,588,450,18,0,-31,4513,5603,4.04296875,4.21875,8.26171875,4.04296875
640,640,717,604,-27,0,-96,2651,4048,3.69140625,3.8671875,9.4921875,3.69140625
641,641,698,694,53,0,43,12281,12024,8.96484375,9.140625,9.84375,8.96484375
642,642,660,521,45,0,54,9739,8223,7.03125,7.20703125,10.37109375,7.03125
643,643,616,628,-28,0,91,11602,11165,8.4375,8.61328125,27.24609375,8.4375
644,644,600,522,-28,0,84,1800,1734,3.1640625,3.33984375,16.171875,3.1640625
645,645,708,719,-22,0,-106,9098,10589,6.6796875,6.85546875,21.26953125,6.6796875
646,646,636,665,57,0,100,10178,11117,7.20703125,7.3828125,13.53515625,7.20703125
647,647,567,750,59,0,7,12568,13795,8.0859375,8.26171875,6.85546875,8.0859375
648,648,583,612,-45,0,7,8614,9068,5.2734375,5.44921875,7.55859375,5.2734375
649,649,680,714,8,0,61,5385,5025,3.1640625,3.33984375,7.734375,3.1640625
650,650,716,693,46,0,-51,1707,1385,2.4609375,2.63671875,10.546875,2.4609375
651,651,575,556,38,0,-40,2288,1018,-1.0,0.703125,7.3828125,-1.0
652,652,596,696,1,0,91,437,1106,2.63671875,2.8125,8.96484375,2.63671875
653,653,740,576,-17,0,-37,6414,7803,-1.0,0.703125,7.734375,-1.0
654,654,493,545,32,0,-12,5357,4156,-1.0,0.703125,-1.0,-1.0
655,655,587,486,-40,0,-4,9247,8577,6.6796875,6.85546875,9.31640625,6.6796875
656,656,750,662,-13,0,-65,9060,8981,5.9765625,6.15234375,13.7109375,5.9765625
657,657,686,476,16,0,176,4377,5466,6.50390625,6.6796875,26.71875,6.50390625
658,658,657,473,-7,0,-18,1232,2589,-1.0,0.703125,-1.0,-1.0
659,659,636,612,57,0,-137,12185,11460,9.66796875,9.84375,30.05859375,9.66796875
660,660,569,661,-7,0,-134,10705,10349,7.55859375,7.734375,31.11328125,7.55859375
661,661,605,466,17,0,43,3724,4599,3.69140625,3.8671875,6.50390625,3.69140625
662,662,683,565,15,0,-79,12941,11434,11.42578125,11.6015625,25.48828125,11.42578125
663,663,746,556,-1,0,129,5398,6328,6.328125,6.50390625,26.71875,6.328125
664,664,727,745,31,0,57,2015,2429,2.28515625,2.4609375,4.04296875,2.28515625
665,665,583,542,-32,0,64,9383,9538,6.50390625,6.6796875,18.45703125,6.50390625
666,666,576,741,33,0,51,6928,6455,3.1640625,3.33984375,5.09765625,3.1640625
667,667,696,458,-59,0,-34,5068,4995,4.921875,5.09765625,7.20703125,4.921875
668,668,730,652,0,0,119,1957,1713,4.21875,4.39453125,20.91796875,4.21875
669,669,521,623,0,0,174,2915,2930,4.5703125,4.74609375,28.30078125,4.5703125
670,670,541,499,-54,0,-5,12331,12276,9.66796875,9.84375,10.72265625,9.66796875
671,671,475,641,32,0,89,10587,10183,5.09765625,5.2734375,14.0625,5.09765625
672,672,601,694,44,0,110,11770,11104,6.85546875,7.03125,18.45703125,6.85546875
673,673,718,517,-56,0,48,7926,7660,6.328125,6.50390625,16.69921875,6.328125
674,674,624,480,45,0,-147,1875,2196,4.74609375,4.921875,22.5,4.74609375
675,675,649,466,16,0,91,2557,2707,3.69140625,3.8671875,10.72265625,3.69140625
676,676,730,710,10,0,97,4685,5577,4.39453125,4.5703125,15.1171875,4.39453125
677,677,546,576,-47,0,-176,2835,2217,3.69140625,3.8671875,20.0390625,3.69140625
678,678,648,670,18,0,31,6346,6766,3.33984375,3.515625,5.09765625,3.33984375
679,679,454,638,50,0,-3,8619,7989,3.8671875,4.04296875,5.44921875,3.8671875
680,680,531,728,-12,0,142,9398,10876,7.03125,7.20703125,33.3984375,7.03125
681,681,547,512,-49,0,-131,7390,6288,4.921875,5.09765625,15.46875,4.921875
682,682,615,735,21,0,88,5719,5475,3.515625,3.69140625,10.1953125,3.515625
683,683,703,519,-58,0,87,9475,9936,7.3828125,7.55859375,24.2578125,7.3828125
684,684,545,524,-44,0,85,8761,8686,5.9765625,6.15234375,22.32421875,5.9765625
685,685,475,650,-43,0,-119,3387,4023,2.63671875,2.8125,8.96484375,2.63671875
686,686,659,557,-45,0,45,8937,8161,6.15234375,6.328125,15.64453125,6.15234375
687,687,720,644,-8,0,97,4675,4092,4.5703125,4.74609375,20.390625,4.5703125
688,688,591,512,-56,0,-162,9540,8257,6.85546875,7.03125,21.97265625,6.85546875
689,689,559,680,-22,0,164,1267,1467,4.5703125,4.74609375,28.125,4.5703125
690,690,738,591,-18,0,5,12089,13319,10.8984375,11.07421875,12.48046875,10.8984375
691,691,473,678,-53,0,124,13610,12200,7.3828125,7.55859375,30.234375,7.3828125
692,692,715,680,-25,0,115,8852,9984,7.3828125,7.55859375,31.640625,7.3828125
693,693,617,638,-3,0,87,6578,6804,4.5703125,4.74609375,17.05078125,4.5703125
694,694,643,617,57,0,4,8225,7405,5.09765625,5.2734375,7.20703125,5.09765625
695,695,564,660,39,0,-136,8890,10303,6.50390625,6.6796875,30.9375,6.50390625
696,696,664,558,-26,0,-152,1083,1106,4.04296875,4.21875,19.51171875,4.04296875
697,697,744,455,-60,0,14,742,1920,3.33984375,3.515625,8.0859375,3.33984375
698,698,560,577,48,0,-75,661,1820,2.4609375,2.63671875,16.171875,2.4609375
699,699,491,712,4,0,60,7641,7830,2.8125,2.98828125,8.7890625,2.8125
700,700,647,600,-29,0,71,3552,3997,3.515625,3.69140625,15.46875,3.515625
701,701,593,486,-39,0,-150,2029,3155,3.8671875,4.04296875,16.5234375,3.8671875
702,702,664,618,49,0,109,8724,9133,6.328125,6.50390625,14.94140625,6.328125
703,703,671,624,-17,0,-47,3848,4658,2.98828125,3.1640625,5.44921875,2.98828125
704,704,518,615,1,0,166,13369,12370,11.953125,12.12890625,35.5078125,11.953125
705,705,695,697,-9,0,-173,10081,10348,11.25,11.42578125,37.79296875,11.25
706,706,673,465,46,0,127,6367,6416,6.15234375,6.328125,15.8203125,6.15234375
707,707,580,617,5,0,-26,4517,5198,-1.0,0.703125,4.39453125,-1.0
708,708,627,646,-5,0,-179,13032,13263,14.94140625,15.1171875,37.79296875,14.94140625
709,709,606,487,24,0,-80,5966,6633,5.09765625,5.2734375,18.6328125,5.09765625
710,710,575,534,48,0,70,11594,12585,9.66796875,9.84375,12.83203125,9.66796875
711,711,602,510,17,0,-180,2725,2629,2.98828125,3.1640625,25.48828125,2.98828125
712,712,605,701,-55,0,-128,9706,9964,5.625,5.80078125,17.40234375,5.625
713,713,737,615,20,0,-144,11727,12895,14.4140625,14.58984375,36.5625,14.4140625
714,714,529,607,16,0,138,8139,7066,5.625,5.80078125,26.54296875,5.625
715,715,633,591,-47,0,130,3125,2743,3.515625,3.69140625,25.83984375,3.515625
716,716,672,566,-36,0,82,8331,7210,6.15234375,6.328125,23.203125,6.15234375
717,717,575,719,43,0,178,1908,2697,4.04296875,4.21875,23.02734375,4.04296875
718,718,602,538,-26,0,-67,3655,3545,3.1640625,3.33984375,6.50390625,3.1640625
719,719,717,719,-55,0,44,1344,1318,2.28515625,2.4609375,10.01953125,2.28515625
720,720,661,698,4,0,56,2747,4205,-1.0,0.703125,5.80078125,-1.0
721,721,686,480,5,0,-48,9259,9615,8.0859375,8.26171875,14.765625,8.0859375
722,722,600,610,27,0,-65,5471,6646,3.8671875,4.04296875,14.58984375,3.8671875
723,723,548,547,-7,0,15,2401,2170,1.93359375,2.109375,3.33984375,1.93359375
724,724,533,560,23,0,-119,11787,11701,9.4921875,9.66796875,30.05859375,9.4921875
725,725,741,505,18,0,8,4899,5250,4.5703125,4.74609375,6.50390625,4.5703125
726,726,562,559,-42,0,-137,2146,1135,2.98828125,3.1640625,11.07421875,2.98828125
727,727,616,698,-8,0,-62,9018,10128,4.5703125,4.74609375,12.3046875,4.5703125
728,728,592,646,41,0,68,8421,9398,5.09765625,5.2734375,9.140625,5.09765625
729,729,629,596,-11,0,146,4176,4577,5.09765625,5.2734375,28.125,5.09765625
730,730,706,515,20,0,-72,5638,5886,5.09765625,5.2734375,16.5234375,5.09765625
731,731,590,476,57,0,168,12905,12544,12.48046875,12.65625,25.83984375,12.48046875
732,732,488,668,24,0,107,10203,9142,4.74609375,4.921875,18.80859375,4.74609375
733,733,547,469,-42,0,-14,11002,9786,8.0859375,8.26171875,10.1953125,8.0859375
734,734,472,513,-17,0,33,4323,5658,-1.0,0.703125,6.15234375,-1.0
735,735,529,582,-19,0,21,5865,5113,2.8125,2.98828125,5.2734375,2.8125
736,736,708,456,-57,0,-70,5132,6619,5.625,5.80078125,8.4375,5.625
737,737,594,667,-11,0,7,11977,13166,6.85546875,7.03125,8.61328125,6.85546875
738,738,457,637,52,0,170,6601,7640,4.21875,4.39453125,22.5,4.21875
739,739,496,684,56,0,-35,6230,6114,3.33984375,3.515625,10.01953125,3.33984375
740,740,648,482,-10,0,138,11773,10945,13.53515625,13.7109375,32.6953125,13.53515625
741,741,558,471,0,0,-44,12477,13760,11.953125,12.12890625,15.8203125,11.953125
742,742,561,649,-33,0,112,11175,11605,7.91015625,8.0859375,30.234375,7.91015625
743,743,695,513,31,0,-49,7884,9097,6.6796875,6.85546875,15.46875,6.6796875
744,744,659,570,13,0,-49,12449,13478,10.8984375,11.07421875,17.9296875,10.8984375
745,745,486,587,18,0,-32,4519,4050,2.28515625,2.4609375,5.09765625,2.28515625
746,746,701,646,-51,0,-157,9021,8945,6.6796875,6.85546875,24.2578125,6.6796875
747,747,721,677,-40,0,77,10691,10386,7.55859375,7.734375,25.6640625,7.55859375
748,748,596,738,-27,0,97,7498,8491,5.09765625,5.2734375,25.83984375,5.09765625
749,749,736,589,50,0,-139,12006,12375,15.1171875,15.29296875,31.81640625,15.1171875
750,750,586,718,29,0,68,3714,2361,-1.0,0.703125,-1.0,-1.0
751,751,504,721,39,0,-155,4128,4435,4.74609375,4.921875,28.30078125,4.74609375
752,752,602,707,38,0,172,1916,1873,4.04296875,4.21875,23.02734375,4.04296875
753,753,663,470,29,0,-66,2289,2819,3.515625,3.69140625,13.359375,3.515625
754,754,634,557,57,0,-129,2815,3466,4.921875,5.09765625,23.203125,4.921875
755,755,598,472,-35,0,177,11503,12732,15.29296875,15.46875,29.35546875,15.29296875
756,756,736,576,49,0,-32,7343,7699,5.80078125,5.9765625,12.65625,5.80078125
757,757,662,488,-9,0,94,5349,5892,5.2734375,5.44921875,19.6875,5.2734375
758,758,556,572,26,0,109,1990,3039,2.98828125,3.1640625,9.84375,2.98828125
759,759,601,629,14,0,79,4660,5369,3.33984375,3.515625,9.4921875,3.33984375
760,760,576,597,59,0,56,8419,7675,5.09765625,5.2734375,7.03125,5.09765625
761,761,496,455,-24,0,139,2977,2168,3.8671875,4.04296875,23.5546875,3.8671875
762,762,450,545,0,0,47,7416,7853,3.515625,3.69140625,8.4375,3.515625
763,763,463,680,-27,0,-53,3888,3971,1.93359375,2.109375,3.8671875,1.93359375
764,764,653,561,-37,0,-62,1942,1345,2.63671875,2.8125,4.5703125,2.63671875
765,765,613,466,10,0,-61,9891,9792,8.26171875,8.4375,17.2265625,8.26171875
766,766,708,621,-38,0,-39,6392,7667,-1.0,0.703125,6.328125,-1.0
767,767,573,523,50,0,178,5249,5533,4.921875,5.09765625,22.1484375,4.921875
768,768,671,462,-22,0,57,413,1493,2.8125,2.98828125,9.4921875,2.8125
769,769,586,514,-7,0,157,9041,8651,8.4375,8.61328125,31.46484375,8.4375
770,770,525,662,24,0,-8,1603,2423,-1.0,0.703125,-1.0,-1.0
771,771,688,629,-56,0,172,13148,12545,12.48046875,12.65625,29.35546875,12.48046875
772,772,463,642,44,0,29,7162,8437,-1.0,0.703125,-1.0,-1.0
773,773,537,522,26,0,155,6073,7376,5.80078125,5.9765625,24.43359375,5.80078125
774,774,479,538,4,0,1,4467,4061,2.28515625,2.4609375,3.69140625,2.28515625
775,775,745,667,-27,0,-149,3472,2664,4.921875,5.09765625,23.73046875,4.921875
776,776,450,634,-27,0,97,13564,13506,9.140625,9.31640625,26.71875,9.140625
777,777,606,455,3,0,174,11705,12163,15.99609375,16.171875,32.87109375,15.99609375
778,778,577,498,-58,0,149,968,1837,3.69140625,3.8671875,19.16015625,3.69140625
779,779,482,493,2,0,140,12761,13402,13.53515625,13.7109375,29.53125,13.53515625
780,780,627,571,32,0,123,3777,2853,3.8671875,4.04296875,13.18359375,3.8671875
781,781,453,552,58,0,37,2155,2361,2.28515625,2.4609375,2.98828125,2.28515625
782,782,750,599,-60,0,37,11437,10831,9.140625,9.31640625,17.2265625,9.140625
783,783,521,649,-60,0,74,5443,6132,3.515625,3.69140625,19.51171875,3.515625
784,784,731,610,17,0,35,1563,2034,2.28515625,2.4609375,3.8671875,2.28515625
785,785,452,600,36,0,-92,2852,3424,2.8125,2.98828125,18.80859375,2.8125
786,786,706,523,42,0,-42,2725,1915,3.33984375,3.515625,10.546875,3.33984375
787,787,683,503,-45,0,4,1670,1059,2.8125,2.98828125,5.2734375,2.8125
788,788,523,581,34,0,51,3260,4656,-1.0,0.703125,-1.0,-1.0
789,789,699,706,51,0,-95,8200,6913,4.74609375,4.921875,28.125,4.74609375
790,790,560,716,22,0,78,8101,6612,-1.0,0.703125,10.01953125,-1.0
